07314;130;3.1;46.046833,-1.4115
07481;50;1.0;45.7265,5.077833
07747;130;1.0;42.737167,2.872833
07761;50;4.1;41.918,8.792667
07181;230;2.1;48.581,5.959833
07661;40;3.6;43.079333,5.940833
07181;250;2.1;48.581,5.959833
07149;200;4.6;48.716833,2.384333
07460;0;0.0;45.786833,3.149333
07130;240;3.6;48.068833,-1.734
07591;20;5.1;44.565667,6.502333
07240;200;3.1;47.4445,0.727333
07299;330;1.0;47.614333,7.51
07643;360;5.1;43.577,3.963167
07607;240;1.5;43.909833,-0.500167
07005;150;2.1;50.136,1.834
07240;90;2.6;47.4445,0.727333
07558;220;2.1;44.1185,3.0195
07607;230;2.1;43.909833,-0.500167
07335;230;4.6;46.593833,0.314333
07434;210;3.1;45.861167,1.175
07299;220;6.7;47.614333,7.51
07027;250;13.4;49.18,-0.456167
07149;250;7.7;48.716833,2.384333
07643;270;3.6;43.577,3.963167
07015;300;12.3;50.57,3.0975
07747;300;12.3;42.737167,2.872833
07299;250;7.7;47.614333,7.51
07139;310;6.2;48.4455,0.110167
07181;300;9.3;48.581,5.959833
07190;270;5.1;48.5495,7.640333
07207;340;8.7;47.294333,-3.218333
07434;330;6.7;45.861167,1.175
07510;310;8.2;44.830667,-0.691333
07591;220;6.2;44.565667,6.502333
07015;320;8.7;50.57,3.0975
07110;330;5.1;48.444167,-4.412
07558;320;13.9;44.1185,3.0195
07299;260;5.1;47.614333,7.51
07481;330;8.2;45.7265,5.077833
07627;320;6.7;43.005333,1.106833
07630;300;6.7;43.621,1.378833
07255;290;3.1;47.059167,2.359833
07335;310;4.1;46.593833,0.314333
07481;360;2.1;45.7265,5.077833
07015;320;6.2;50.57,3.0975
07255;320;3.1;47.059167,2.359833
07240;300;4.1;47.4445,0.727333
07661;280;15.4;43.079333,5.940833
07117;230;5.7;48.825833,-3.473167
07181;280;4.1;48.581,5.959833
07510;280;2.1;44.830667,-0.691333
07535;190;0.5;44.745,1.396667
07607;300;1.0;43.909833,-0.500167
07690;320;4.6;43.648833,7.209
07299;230;3.6;47.614333,7.51
07110;280;4.6;48.444167,-4.412
07130;250;5.1;48.068833,-1.734
07481;120;3.1;45.7265,5.077833
07621;190;2.1;43.188,0.0
07607;0;0.0;43.909833,-0.500167
07314;270;5.1;46.046833,-1.4115
07020;320;6.2;49.725167,-1.939833
07627;140;0.5;43.005333,1.106833
07005;280;5.1;50.136,1.834
07314;260;3.6;46.046833,-1.4115
07591;40;2.1;44.565667,6.502333
07790;240;1.5;42.540667,9.485167
07434;260;2.6;45.861167,1.175
07168;260;5.7;48.324667,4.02
07621;180;3.6;43.188,0.0
07747;310;5.7;42.737167,2.872833
07630;260;4.1;43.621,1.378833
07690;210;1.5;43.648833,7.209
07460;330;2.6;45.786833,3.149333
07110;270;1.5;48.444167,-4.412
07149;320;3.1;48.716833,2.384333
07027;220;7.2;49.18,-0.456167
07222;250;6.2;47.15,-1.608833
07255;240;4.6;47.059167,2.359833
07314;250;8.2;46.046833,-1.4115
07037;220;5.7;49.383,1.181667
07434;240;3.1;45.861167,1.175
07558;230;2.6;44.1185,3.0195
07240;200;6.7;47.4445,0.727333
07168;210;6.7;48.324667,4.02
07577;240;0.5;44.581167,4.733
07661;60;4.6;43.079333,5.940833
07181;220;9.8;48.581,5.959833
07222;270;4.1;47.15,-1.608833
07255;210;5.1;47.059167,2.359833
07299;160;2.6;47.614333,7.51
07510;260;8.2;44.830667,-0.691333
07621;290;8.2;43.188,0.0
07027;200;4.1;49.18,-0.456167
07591;0;0.0;44.565667,6.502333
07181;260;5.1;48.581,5.959833
07130;260;5.1;48.068833,-1.734
07314;280;9.8;46.046833,-1.4115
07790;0;0.0;42.540667,9.485167
07020;260;11.8;49.725167,-1.939833
07168;250;7.2;48.324667,4.02
07434;260;3.1;45.861167,1.175
07005;200;3.6;50.136,1.834
07139;210;4.1;48.4455,0.110167
07471;290;3.1;45.0745,3.764
07630;250;4.6;43.621,1.378833
07027;200;11.3;49.18,-0.456167
07149;200;6.2;48.716833,2.384333
07627;150;0.5;43.005333,1.106833
07181;200;9.3;48.581,5.959833
07255;230;7.7;47.059167,2.359833
07790;310;4.1;42.540667,9.485167
07299;220;7.2;47.614333,7.51
07607;270;5.1;43.909833,-0.500167
07650;330;9.8;43.437667,5.216
07661;270;1.5;43.079333,5.940833
07037;260;7.2;49.383,1.181667
07690;330;4.6;43.648833,7.209
07139;270;5.7;48.4455,0.110167
07149;270;4.1;48.716833,2.384333
07460;220;7.7;45.786833,3.149333
07299;230;8.2;47.614333,7.51
07471;250;8.2;45.0745,3.764
07005;220;1.5;50.136,1.834
07110;280;2.1;48.444167,-4.412
07181;230;2.6;48.581,5.959833
07335;330;1.0;46.593833,0.314333
07607;0;0.0;43.909833,-0.500167
07558;340;3.1;44.1185,3.0195
07690;320;6.2;43.648833,7.209
07139;240;1.5;48.4455,0.110167
07471;40;3.1;45.0745,3.764
07510;70;2.6;44.830667,-0.691333
07434;40;4.6;45.861167,1.175
07535;10;2.6;44.745,1.396667
07627;150;1.0;43.005333,1.106833
07130;260;1.0;48.068833,-1.734
07299;260;1.0;47.614333,7.51
07460;0;0.0;45.786833,3.149333
07661;50;2.1;43.079333,5.940833
07335;40;2.6;46.593833,0.314333
07661;110;1.5;43.079333,5.940833
07255;60;3.6;47.059167,2.359833
07222;40;1.5;47.15,-1.608833
07280;30;4.1;47.267833,5.088333
07510;10;2.1;44.830667,-0.691333
07761;40;3.6;41.918,8.792667
07643;10;2.1;43.577,3.963167
07761;40;4.1;41.918,8.792667
07510;360;1.0;44.830667,-0.691333
07790;190;2.1;42.540667,9.485167
07037;270;3.1;49.383,1.181667
07621;0;0.0;43.188,0.0
07761;210;3.1;41.918,8.792667
07190;190;2.6;48.5495,7.640333
07280;60;2.6;47.267833,5.088333
07117;200;2.6;48.825833,-3.473167
07621;180;2.1;43.188,0.0
07761;50;3.6;41.918,8.792667
07117;190;3.1;48.825833,-3.473167
07255;80;2.1;47.059167,2.359833
07661;270;4.6;43.079333,5.940833
07607;110;0.5;43.909833,-0.500167
07280;220;1.5;47.267833,5.088333
07761;50;3.6;41.918,8.792667
07027;240;5.1;49.18,-0.456167
07558;10;1.5;44.1185,3.0195
07335;220;1.0;46.593833,0.314333
07149;270;2.1;48.716833,2.384333
07168;320;2.1;48.324667,4.02
07621;190;2.1;43.188,0.0
07280;190;1.5;47.267833,5.088333
07643;290;0.5;43.577,3.963167
07190;200;1.5;48.5495,7.640333
07558;0;0.0;44.1185,3.0195
07027;40;3.6;49.18,-0.456167
07630;290;1.5;43.621,1.378833
07643;220;2.1;43.577,3.963167
07117;80;4.1;48.825833,-3.473167
07434;10;3.1;45.861167,1.175
07661;270;8.2;43.079333,5.940833
07650;320;7.2;43.437667,5.216
07240;50;2.6;47.4445,0.727333
07181;0;0.0;48.581,5.959833
07222;60;2.6;47.15,-1.608833
07335;40;2.6;46.593833,0.314333
07110;130;4.1;48.444167,-4.412
07558;260;1.5;44.1185,3.0195
07207;130;7.7;47.294333,-3.218333
07460;0;0.0;45.786833,3.149333
07015;60;2.6;50.57,3.0975
07110;140;6.2;48.444167,-4.412
07149;50;1.5;48.716833,2.384333
07181;40;1.5;48.581,5.959833
07240;70;5.1;47.4445,0.727333
07005;80;3.6;50.136,1.834
07139;80;3.1;48.4455,0.110167
07607;50;1.5;43.909833,-0.500167
07139;70;3.6;48.4455,0.110167
07577;20;5.1;44.581167,4.733
07627;170;1.0;43.005333,1.106833
07190;20;3.6;48.5495,7.640333
07591;40;3.1;44.565667,6.502333
07149;60;3.1;48.716833,2.384333
07481;10;1.0;45.7265,5.077833
07558;140;2.6;44.1185,3.0195
07434;140;3.1;45.861167,1.175
07661;50;11.3;43.079333,5.940833
07690;80;9.8;43.648833,7.209
07471;220;1.0;45.0745,3.764
07627;0;0.0;43.005333,1.106833
07117;260;0.5;48.825833,-3.473167
07621;180;3.1;43.188,0.0
07577;10;2.6;44.581167,4.733
07471;250;1.0;45.0745,3.764
07661;70;3.6;43.079333,5.940833
07607;140;0.5;43.909833,-0.500167
07591;30;3.6;44.565667,6.502333
07255;200;2.6;47.059167,2.359833
07280;200;2.1;47.267833,5.088333
07280;190;2.1;47.267833,5.088333
07747;250;3.1;42.737167,2.872833
07117;240;6.7;48.825833,-3.473167
07110;250;7.2;48.444167,-4.412
07299;200;1.0;47.614333,7.51
07591;30;3.1;44.565667,6.502333
07005;250;13.4;50.136,1.834
07015;270;11.3;50.57,3.0975
07130;240;6.7;48.068833,-1.734
07558;140;0.5;44.1185,3.0195
07020;270;8.2;49.725167,-1.939833
07222;270;6.7;47.15,-1.608833
07015;260;3.1;50.57,3.0975
07314;240;6.7;46.046833,-1.4115
07650;260;3.1;43.437667,5.216
07314;250;8.7;46.046833,-1.4115
07577;10;3.1;44.581167,4.733
07650;290;5.1;43.437667,5.216
07130;270;4.1;48.068833,-1.734
07280;190;4.6;47.267833,5.088333
07015;290;6.2;50.57,3.0975
07130;270;4.1;48.068833,-1.734
07020;280;11.3;49.725167,-1.939833
07577;30;5.1;44.581167,4.733
07558;300;5.1;44.1185,3.0195
07481;300;1.0;45.7265,5.077833
07510;260;0.5;44.830667,-0.691333
07139;240;1.0;48.4455,0.110167
07690;330;5.1;43.648833,7.209
07190;210;1.5;48.5495,7.640333
07240;270;5.1;47.4445,0.727333
07255;260;4.1;47.059167,2.359833
07558;320;6.7;44.1185,3.0195
07005;150;1.5;50.136,1.834
07190;250;0.5;48.5495,7.640333
07314;240;3.1;46.046833,-1.4115
07630;190;2.6;43.621,1.378833
07299;120;2.1;47.614333,7.51
07335;270;2.6;46.593833,0.314333
07607;110;1.5;43.909833,-0.500167
07299;110;3.6;47.614333,7.51
07207;190;4.1;47.294333,-3.218333
07460;80;1.5;45.786833,3.149333
07535;10;1.5;44.745,1.396667
07643;150;2.6;43.577,3.963167
07005;210;1.5;50.136,1.834
07690;160;1.5;43.648833,7.209
07335;170;2.1;46.593833,0.314333
07460;90;1.0;45.786833,3.149333
07471;340;4.1;45.0745,3.764
07222;300;2.1;47.15,-1.608833
07280;210;2.6;47.267833,5.088333
07627;290;2.1;43.005333,1.106833
07314;300;3.6;46.046833,-1.4115
07621;200;1.5;43.188,0.0
07621;290;2.1;43.188,0.0
07643;280;4.6;43.577,3.963167
07255;250;3.1;47.059167,2.359833
07314;290;3.1;46.046833,-1.4115
07190;160;1.0;48.5495,7.640333
07434;270;2.6;45.861167,1.175
07481;260;1.5;45.7265,5.077833
07747;330;6.2;42.737167,2.872833
07027;190;4.6;49.18,-0.456167
07110;280;5.7;48.444167,-4.412
07255;310;3.1;47.059167,2.359833
07280;230;1.5;47.267833,5.088333
07650;320;13.4;43.437667,5.216
07434;40;1.0;45.861167,1.175
07222;190;4.1;47.15,-1.608833
07335;250;3.1;46.593833,0.314333
07481;130;3.6;45.7265,5.077833
07434;150;1.5;45.861167,1.175
07434;190;3.6;45.861167,1.175
07149;250;1.5;48.716833,2.384333
07190;80;1.0;48.5495,7.640333
07558;210;2.1;44.1185,3.0195
07747;170;2.6;42.737167,2.872833
07535;0;0.0;44.745,1.396667
07621;300;3.1;43.188,0.0
07690;330;2.6;43.648833,7.209
07117;210;4.1;48.825833,-3.473167
07481;340;4.1;45.7265,5.077833
07037;90;2.1;49.383,1.181667
07314;230;8.7;46.046833,-1.4115
07255;140;2.1;47.059167,2.359833
07335;140;2.1;46.593833,0.314333
07168;160;1.0;48.324667,4.02
07643;320;1.0;43.577,3.963167
07181;260;6.7;48.581,5.959833
07335;270;5.7;46.593833,0.314333
07690;60;1.5;43.648833,7.209
07299;240;5.7;47.614333,7.51
07168;280;5.1;48.324667,4.02
07020;290;9.3;49.725167,-1.939833
07222;300;3.1;47.15,-1.608833
07621;250;2.6;43.188,0.0
07627;0;0.0;43.005333,1.106833
07643;280;7.7;43.577,3.963167
07168;240;5.7;48.324667,4.02
07117;270;7.7;48.825833,-3.473167
07790;190;2.1;42.540667,9.485167
07591;70;1.0;44.565667,6.502333
07621;250;4.1;43.188,0.0
07027;250;4.6;49.18,-0.456167
07255;270;4.6;47.059167,2.359833
07591;40;3.6;44.565667,6.502333
07627;270;0.5;43.005333,1.106833
07434;270;3.6;45.861167,1.175
07747;310;12.3;42.737167,2.872833
07020;270;10.8;49.725167,-1.939833
07110;280;5.1;48.444167,-4.412
07630;290;4.6;43.621,1.378833
07027;250;6.7;49.18,-0.456167
07130;230;4.1;48.068833,-1.734
07255;270;4.6;47.059167,2.359833
07037;250;5.7;49.383,1.181667
07222;280;5.1;47.15,-1.608833
07510;250;3.6;44.830667,-0.691333
07299;260;7.2;47.614333,7.51
07460;240;4.1;45.786833,3.149333
07190;10;4.6;48.5495,7.640333
07747;310;11.8;42.737167,2.872833
07460;340;5.7;45.786833,3.149333
07627;290;3.6;43.005333,1.106833
07027;350;0.5;49.18,-0.456167
07627;290;4.1;43.005333,1.106833
07643;290;4.1;43.577,3.963167
07015;100;1.0;50.57,3.0975
07650;350;1.0;43.437667,5.216
07630;200;2.1;43.621,1.378833
07207;350;5.1;47.294333,-3.218333
07471;10;1.0;45.0745,3.764
07690;330;4.1;43.648833,7.209
07650;290;3.6;43.437667,5.216
07168;40;2.6;48.324667,4.02
07222;360;4.1;47.15,-1.608833
07558;280;2.1;44.1185,3.0195
07761;50;2.6;41.918,8.792667
07661;40;3.6;43.079333,5.940833
07168;10;3.1;48.324667,4.02
07181;270;1.0;48.581,5.959833
07190;10;1.0;48.5495,7.640333
07577;20;2.1;44.581167,4.733
07650;190;1.5;43.437667,5.216
07110;250;2.1;48.444167,-4.412
07130;350;0.5;48.068833,-1.734
07181;0;0.0;48.581,5.959833
07591;10;4.6;44.565667,6.502333
07790;180;1.5;42.540667,9.485167
07207;290;3.1;47.294333,-3.218333
07661;30;3.1;43.079333,5.940833
07149;240;1.5;48.716833,2.384333
07190;50;0.5;48.5495,7.640333
07535;300;0.5;44.745,1.396667
07690;80;4.1;43.648833,7.209
07510;260;0.5;44.830667,-0.691333
07117;310;4.1;48.825833,-3.473167
07481;20;2.1;45.7265,5.077833
07110;290;3.1;48.444167,-4.412
07650;330;10.3;43.437667,5.216
07761;350;1.0;41.918,8.792667
07434;280;1.5;45.861167,1.175
07005;180;1.5;50.136,1.834
07027;250;3.1;49.18,-0.456167
07037;270;0.5;49.383,1.181667
07577;30;6.7;44.581167,4.733
07168;300;2.1;48.324667,4.02
07299;270;2.6;47.614333,7.51
07037;280;4.6;49.383,1.181667
07314;290;3.6;46.046833,-1.4115
07299;270;6.7;47.614333,7.51
07690;190;1.0;43.648833,7.209
07255;260;4.1;47.059167,2.359833
07434;280;2.1;45.861167,1.175
07535;280;1.0;44.745,1.396667
07558;330;5.1;44.1185,3.0195
07621;220;1.5;43.188,0.0
07005;270;4.1;50.136,1.834
07020;310;6.2;49.725167,-1.939833
07130;290;3.1;48.068833,-1.734
07627;160;0.5;43.005333,1.106833
07761;50;4.1;41.918,8.792667
07627;180;1.0;43.005333,1.106833
07790;220;2.1;42.540667,9.485167
07130;260;2.1;48.068833,-1.734
07222;270;1.5;47.15,-1.608833
07577;30;9.8;44.581167,4.733
07015;280;5.7;50.57,3.0975
07207;340;4.6;47.294333,-3.218333
07591;180;1.0;44.565667,6.502333
07558;100;2.1;44.1185,3.0195
07747;0;0.0;42.737167,2.872833
07027;170;6.2;49.18,-0.456167
07149;190;3.6;48.716833,2.384333
07335;300;2.6;46.593833,0.314333
07460;280;1.0;45.786833,3.149333
07577;210;1.0;44.581167,4.733
07761;240;3.6;41.918,8.792667
07299;100;2.6;47.614333,7.51
07481;190;3.1;45.7265,5.077833
07130;220;1.0;48.068833,-1.734
07015;100;2.6;50.57,3.0975
07027;310;5.1;49.18,-0.456167
07577;30;5.7;44.581167,4.733
07207;20;6.7;47.294333,-3.218333
07621;260;4.6;43.188,0.0
07015;10;2.1;50.57,3.0975
07020;30;8.7;49.725167,-1.939833
07314;360;7.2;46.046833,-1.4115
